RW,RQWt,RQBt,MQWt,LW,LQWt,LQBt,max_energy_eV,max_photocurrent,quality_factor,prominence
6,2.655247170139008350e+00,6.843347410163850952e+00,7.910999999999999588e+00,5,5.335873292574061288e+00,5.183042942230741801e+00,4.935000307937156094e+02,3.985214608697021762e-13,3.290000000000126761e+02,9.848019577235879451e-02
7,1.326996888643278805e+00,6.116608656218945228e+00,2.731052538637029237e+00,2,2.221615636098645652e+00,9.279686494312363365e+00,2.978000185823070183e+02,1.818281365895935097e-11,3.918421052631564550e+01,2.081054753224648834e+00
6,1.374629869578837260e+00,5.881082912986721034e+00,2.649525171222316455e+00,2,1.986441188460732921e+00,8.579511781324548281e+00,3.138000195806848183e+02,4.228314450310008318e-11,5.230000000000201226e+02,2.815117934225973562e-01
5,7.718255661877928553e+00,6.590399970346891401e+00,7.656233348640888892e+00,4,9.434545725231959779e+00,9.414299751849268816e+00,4.963000309684317699e+02,2.518732562283620137e-09,1.240749999999930424e+03,1.848354074719367635e+00
7,4.824629636069192706e+00,7.840573810578569613e+00,3.109205364003820637e+00,1,1.924044969799331373e+00,8.557563679254464262e+00,4.196000261824581798e+02,2.033479868959269821e-09,1.048999999999792180e+03,3.412512059682102361e-01
7,1.758000000000000007e+00,8.789999999999999147e+00,2.637000000000000011e+00,3,1.464999999999999858e+00,8.912459104390611841e+00,3.026000188818203469e+02,1.204270743857139016e-10,3.152083333333333570e+00,6.229473035614256560e+01
7,4.824629636069192706e+00,7.862477409103458825e+00,3.109205364003820637e+00,1,1.924044969799331373e+00,7.367649777339044803e+00,4.207000262510966309e+02,9.318033362948089182e-11,6.009999999999907914e+02,1.238700281305790338e-02
5,1.595102969259986736e+00,5.864810100848525387e+00,2.743164584868266420e+00,2,9.615441210018968121e+00,9.295972777142250010e+00,4.515000281729737708e+02,1.799037812786325311e-10,0.000000000000000000e+00,3.870155933436579154e+00
6,8.195559552020339922e+00,6.132237336214793721e+00,8.070730868598142038e+00,5,3.661337388656961345e+00,4.980999999999999872e+00,4.944000308498743834e+02,5.158368697749166529e-15,9.507692307692190070e+01,3.773919693303254578e-04
6,7.849391569255745438e+00,5.167033375536306039e+00,7.825965767924485839e+00,5,1.306122363995597002e+00,5.166488728431483324e+00,1.000000062398613138e-01,0.000000000000000000e+00,2.300966405890474110e-04,0.000000000000000000e+00
5,1.448534023636299128e+00,6.024386935077624017e+00,2.734989435188799334e+00,2,1.733200328193157169e+00,9.286889764740797304e+00,3.037000189504588548e+02,5.437267438414047390e-11,6.074000000000004320e+02,2.473706921233916334e-01
7,4.824629636069192706e+00,7.729167971392738146e+00,3.109205364003820637e+00,4,1.745383076635679931e+00,8.599409835521232282e+00,4.295000268002044663e+02,1.199718747635183980e-10,3.767543859649099858e+01,6.982833578655072149e-01
7,1.758000000000000007e+00,8.440973944617176983e+00,2.637000000000000011e+00,3,1.464999999999999858e+00,8.912459104390611841e+00,3.097000193248505298e+02,7.438612554614722098e-11,3.206004140786750778e+00,5.482067753446840186e+01
6,2.337380631707913992e+00,5.859999999999999432e+00,3.210880159052176275e+00,3,1.569538592779752939e+00,6.883324340307714451e+00,3.373000210470522120e+02,1.401066269313015057e-10,0.000000000000000000e+00,0.000000000000000000e+00
7,7.718255661877928553e+00,6.549134578325963574e+00,7.656233348640888892e+00,5,9.434545725231959779e+00,9.414299751849268816e+00,4.964000309746716084e+02,2.426061094865465911e-09,9.928000000000007503e+02,1.867704030455403119e+00
7,4.824629636069192706e+00,7.841604979855800295e+00,3.109205364003820637e+00,2,1.758000000000000007e+00,8.557563679254464262e+00,4.195000261762182276e+02,5.923269573385866871e-09,8.389999999998098019e+02,6.809454759542251656e-01
5,1.742824524127214669e+00,8.789999999999999147e+00,2.637000000000000011e+00,3,1.464999999999999858e+00,8.578492904592804891e+00,4.058000253213572250e+02,2.064955842836395353e-11,4.209543568464729546e+00,4.545760018747593278e+00
7,8.952430554483232328e+00,6.169272812138195228e+00,7.817386584958693874e+00,5,5.566999999999999282e+00,4.804427789522492276e+00,4.985000311057087288e+02,1.433602277437595173e-11,4.984999999999720899e+02,2.638483833257298291e-03
6,1.440342171133564442e+00,7.819335861766587570e+00,2.477396233068897224e+00,1,1.395370751935770981e+00,9.375999999999999446e+00,2.824000176213683631e+02,5.695416195956787662e-11,7.060000000000607088e+02,3.927926566778221940e+00
6,1.758000000000000007e+00,9.019114743036961812e+00,2.174288264482717281e+00,1,3.703580820297054377e+00,9.375999999999999446e+00,4.152000259079042053e+02,4.127826789049140349e-10,7.158620689655261060e+01,1.204265396697364654e+00
8,3.808999999999999719e+00,1.616911604571944938e+00,7.410269462301771526e+00,5,9.757955440087377141e+00,5.566999999999999282e+00,4.795000299201350913e+02,2.243669022988504856e-10,2.996875000000044906e+02,1.110099366203687987e+00
5,7.718255661877928553e+00,6.590399970346891401e+00,7.656233348640888892e+00,1,9.439742956160085186e+00,9.372453583165352597e+00,4.946000308623541173e+02,9.903528722057065036e-13,6.182500000000092086e+02,1.019164949883175769e-01
6,1.228986100357591482e+00,6.620519270094717967e+00,2.914773527496186123e+00,3,9.613764789430547353e+00,6.927826390386234934e+00,4.857000303070064433e+02,6.682100940330911291e-10,0.000000000000000000e+00,3.880843476025819694e+00
5,7.701295038411235083e+00,6.537630995124297684e+00,7.656233348640888892e+00,2,9.434545725231959779e+00,9.286474910488555778e+00,4.946000308623541173e+02,9.903528722057065036e-13,6.182500000000092086e+02,1.019164949883175769e-01
6,1.228986100357591482e+00,6.620519270094717967e+00,2.946550230925265357e+00,3,9.668999999999998707e+00,6.909647108572106511e+00,4.900000305753204657e+02,5.758914932205108582e-10,0.000000000000000000e+00,2.227566811602880392e+00
5,1.477276250942724189e+00,5.933851888209314751e+00,2.649525171222316455e+00,5,9.184279406594511030e+00,9.600062914501631184e+00,4.918000306876379568e+02,6.106941566378025048e-10,1.446470588235333707e+02,9.840658893679788966e-01
6,7.718255661877928553e+00,6.590399970346891401e+00,7.855140468173632762e+00,4,1.532193260017099767e+00,9.414299751849268816e+00,4.719000294459056590e+02,1.351287393334581880e-11,1.123571428571456892e+02,1.324675841386785180e+00
7,2.337380631707913992e+00,5.802090760828719773e+00,3.210880159052176275e+00,3,1.535062487810837872e+00,6.930340705612693775e+00,3.364000209908934949e+02,5.421057520803021797e-12,0.000000000000000000e+00,9.606038594810849318e+00
6,1.394632427006415654e+00,6.153591774167880502e+00,7.910999999999999588e+00,4,5.566999999999999282e+00,9.175948912012067638e+00,4.865000303569253788e+02,4.383202995582583563e-12,5.288043478260802033e+01,1.042013327986705873e+00
5,1.448534023636299128e+00,5.866099353307062003e+00,2.656966809941036622e+00,2,2.067174136318291389e+00,9.286889764740797304e+00,3.020000188443812021e+02,3.438703027680291375e-11,4.314285714285647373e+02,5.656706603585149873e-01
7,7.975328179751043578e+00,8.789999999999999147e+00,2.711776955378232490e+00,2,3.645299464783482435e+00,9.450481205054435563e+00,4.884000304754827653e+02,1.503851805034812319e-10,2.996319018404912526e+01,1.989885329854556295e-01
7,2.065019559213205014e+00,8.789999999999999147e+00,2.400320287474964065e+00,3,1.464999999999999858e+00,9.215133306883732445e+00,3.200000199675562271e+02,1.046379777437431969e-11,3.200000000000184173e+02,2.211611978588678973e+00
5,1.448534023636299128e+00,6.485628367404744132e+00,1.621697758301537950e+00,4,9.942322080172045773e+00,9.286785185897159067e+00,4.956000309247527298e+02,1.320108633786891162e-09,4.955999999998313797e+03,1.323852293567252048e+01
6,1.734808926167169973e+00,7.913169245133099494e+00,2.598116558562778344e+00,3,2.178845275745549426e+00,9.401406422155980991e+00,3.060000190939756521e+02,3.817875383858622763e-10,0.000000000000000000e+00,0.000000000000000000e+00
5,2.083982514149794518e+00,5.881082912986721034e+00,2.649525171222316455e+00,2,9.527945005101759790e+00,9.286889764740797304e+00,4.515000281729737708e+02,1.802285959588672273e-10,0.000000000000000000e+00,4.011846991361467829e+00
7,4.824629636069192706e+00,6.167669898573415743e+00,7.852669789881790763e+00,2,1.916875204634626018e+00,5.002066695857823042e+00,4.987000311181884058e+02,2.498329638555119874e-13,4.155833333333296764e+02,2.901737782044270242e-01
5,1.738124242390888696e+00,8.789999999999999147e+00,2.440746199273935435e+00,3,9.374140229264114055e+00,8.578492904592804891e+00,4.588000286284836875e+02,5.328671482421230151e-11,1.644444444444450681e+01,9.643069077390123978e-01
6,1.228986100357591482e+00,6.620519270094717967e+00,2.612129486307761983e+00,3,9.668999999999998707e+00,6.880810025081255610e+00,4.996000311743471798e+02,7.676380615831439627e-10,0.000000000000000000e+00,5.182465145460955824e+00
5,7.988159917941841215e+00,6.485036593236863212e+00,1.621697758301537950e+00,5,9.776363934285031476e+00,5.091178946772874525e+00,4.845000302321280969e+02,5.372331298397161785e-10,4.037499999999582201e+02,7.843708466819772074e-01
7,4.824629636069192706e+00,7.856588539140553884e+00,3.447508908537003869e+00,2,9.206746129717942040e+00,8.557563679254464262e+00,4.835000301697294844e+02,3.422930986051836566e-11,1.824528301886797621e+01,1.032002513345599892e+00
6,1.639839336906190770e+00,6.191123860175303584e+00,7.836251288272137572e+00,5,1.481157075435783232e+00,4.901202690993629929e+00,4.881000304567630792e+02,1.914046943400124218e-18,6.101250000000003837e+01,1.150470088553724745e-05
7,1.467815362060220341e+00,8.789999999999999147e+00,2.637000000000000011e+00,3,1.464999999999999858e+00,8.925413036004398393e+00,4.056000253088775480e+02,8.274414157665482062e-11,4.220603537981268971e+00,3.821682764481064254e+01
6,7.849391569255745438e+00,5.777447977180106164e+00,7.910999999999999588e+00,5,3.661337388656961345e+00,4.980999999999999872e+00,4.917000306813981183e+02,1.151728437445303519e-17,0.000000000000000000e+00,0.000000000000000000e+00
6,1.252687022385372773e+00,6.620519270094717967e+00,2.612129486307761983e+00,3,9.668999999999998707e+00,6.882608520752755865e+00,4.996000311743471798e+02,7.676380615831439627e-10,0.000000000000000000e+00,5.182465145460955824e+00
7,4.824629636069192706e+00,7.841604979855800295e+00,3.109205364003820637e+00,2,1.616090067872168579e+00,8.557563679254464262e+00,4.195000261762182276e+02,5.923269573385866871e-09,8.389999999998098019e+02,6.809454759542251656e-01
7,8.422425150740131983e+00,7.478862668282294734e+00,3.167535347336993379e+00,4,5.408381364681515535e+00,8.536492694979395779e+00,4.798000299388546637e+02,1.165495505295627983e-10,2.998750000000151772e+02,1.473001029007133533e-01
5,1.448534023636299128e+00,6.485628367404744132e+00,1.626200336408887503e+00,2,9.703932561085055752e+00,9.286785185897159067e+00,4.965000309809114469e+02,2.057704261698100510e-10,1.426724137931033631e+01,1.680949247060023355e+00
7,1.774823411744916202e+00,8.763126878527755181e+00,2.731052538637029237e+00,3,2.192930403867384470e+00,9.350912108602827288e+00,2.989000186509454693e+02,1.599255131588597766e-10,0.000000000000000000e+00,2.323404538472638592e+01
7,2.030875647775976400e+00,6.169272812138195228e+00,7.817386584958693874e+00,5,5.566999999999999282e+00,9.044351146449244538e+00,4.860000303257260725e+02,3.580713850967429931e-12,2.140969162995606112e+01,9.989637282002725716e-01
7,4.824629636069192706e+00,7.863508578380689507e+00,3.109205364003820637e+00,2,1.758000000000000007e+00,8.557563679254464262e+00,4.195000261762182276e+02,5.923269573385866871e-09,8.389999999998098019e+02,6.809454759542251656e-01
5,7.718255661877928553e+00,6.606037589949862898e+00,7.558187638703950384e+00,3,9.434545725231959779e+00,9.414299751849268816e+00,4.976000310495498979e+02,4.103461834055639761e-10,2.927058823529590086e+02,1.258675748059981281e+00
5,7.718463296138077467e+00,6.507773111643267328e+00,7.656233348640888892e+00,4,9.434545725231959779e+00,5.065469680858880608e+00,4.971000310183505917e+02,2.891970306728941594e-10,1.553437499999995453e+02,9.059999445829445275e-01
7,1.752738560199416540e+00,8.789999999999999147e+00,2.649076496521249879e+00,2,9.856552799240505536e+00,9.375999999999999446e+00,4.838000301884490568e+02,6.414131812264764223e-11,0.000000000000000000e+00,2.138675930513707968e+00
7,1.758509496163285224e+00,8.741615135911841250e+00,2.600281976643294080e+00,3,2.234835037269501168e+00,9.419518192545877966e+00,2.969000185261482443e+02,3.914341907898693008e-11,1.484500000000338559e+03,2.921824478731124053e+00
7,4.824629636069192706e+00,7.863508578380689507e+00,3.238952770622943511e+00,2,1.758000000000000007e+00,8.585567656171223305e+00,4.195000261762182276e+02,5.923269573385866871e-09,8.389999999998098019e+02,6.809454759542251656e-01
6,1.450714791157802441e+00,6.010974945269508041e+00,2.612129486307761983e+00,4,9.786072107945049225e+00,6.933316550191121586e+00,4.563000284724871563e+02,4.695858963122902399e-10,2.534999999999857323e+02,1.051564420519986331e+00
6,1.252687022385372773e+00,6.721657387532506966e+00,2.607626942404457360e+00,5,9.926232087836265094e+00,6.882608520752755865e+00,4.546000283664095036e+02,9.985590274469333569e-12,1.196315789473670606e+02,1.197196640902825404e+00
7,1.324995333079392434e+00,7.950900358586216576e+00,2.637000000000000011e+00,3,1.464999999999999858e+00,8.912459104390611841e+00,3.059000190877357568e+02,2.445020231377249197e-10,0.000000000000000000e+00,1.114232793800737085e+02
7,8.902736690137484032e+00,7.913169245133099494e+00,2.598116558562778344e+00,3,2.178845275745549426e+00,4.709753637624091382e+00,4.933000307812358756e+02,2.883092797665185672e-13,4.932999999998321073e+03,1.565960107347820441e-04
7,4.824629636069192706e+00,6.167669898573415743e+00,7.852669789881790763e+00,2,1.770399527546813845e+00,5.002066695857823042e+00,4.979000310682695272e+02,2.947718338424025049e-14,1.345675675675651917e+02,1.101215323605648083e-01
6,1.758000000000000007e+00,8.774362143927863400e+00,2.735068164359131693e+00,4,1.464999999999999858e+00,9.375999999999999446e+00,3.924000244852157948e+02,5.081403583635758669e-11,0.000000000000000000e+00,5.154128897942995025e+01
7,7.910792365739849785e+00,6.152999999999999581e+00,7.910999999999999588e+00,5,5.566999999999999282e+00,9.328256559028138994e+00,4.851000302695673554e+02,4.579711407704050948e-14,9.701999999998905651e+02,2.944956640077320232e-04
5,1.183175804693151978e+00,6.485628367404744132e+00,1.814990845815940501e+00,5,1.439023839161772678e+00,9.286785185897159067e+00,2.290000142892824044e+02,2.014499163393600580e-11,8.513011152416355642e+00,1.611322329120933095e+00
7,1.254316483708939334e+00,7.857712786261688898e+00,2.634834581919483831e+00,3,1.409010642623451881e+00,9.393797349073647496e+00,3.094000193061309005e+02,4.363786058829801865e-10,0.000000000000000000e+00,1.469103922059855449e+02
7,8.952430554483232328e+00,6.169272812138195228e+00,7.817386584958693874e+00,5,5.191512906376531511e+00,4.804427789522492276e+00,4.993000311556275506e+02,2.100352248498336920e-12,4.539090909090771220e+02,4.945572274896916087e-01
5,1.250506254871781797e+00,6.488215627415045539e+00,1.621697758301537950e+00,3,9.659291826339769571e+00,9.236056296685530853e+00,4.966000309871512854e+02,2.054137797991135555e-10,1.422922636103151817e+01,1.679631919941755092e+00
5,1.443293421690199807e+00,6.173861069239728216e+00,1.621697758301537950e+00,4,9.854092615062544525e+00,9.286785185897159067e+00,4.956000309247527298e+02,1.300392047970461626e-09,4.956000000001130502e+03,1.431278625190485343e+01
7,1.758000000000000007e+00,8.789999999999999147e+00,2.538324615101048121e+00,4,9.928269252319743998e+00,9.375999999999999446e+00,4.983000310932289381e+02,5.832515599030976245e-12,1.718275862068953188e+02,1.472636141491939998e+00
7,7.910999999999999588e+00,6.152999999999999581e+00,7.910999999999999588e+00,5,1.446812863348881706e+00,4.980999999999999872e+00,4.884000304754827653e+02,2.023414315058013314e-19,0.000000000000000000e+00,0.000000000000000000e+00
7,4.774881752188556483e+00,7.900377185253521617e+00,2.690426205231026380e+00,3,1.464784243718845191e+00,8.925413036004398393e+00,4.200000262074175339e+02,3.544110047007406636e-09,5.249999999999705551e+02,6.251452820182546999e-01
7,2.650390529185542299e+00,8.440973944617176983e+00,2.637000000000000011e+00,3,1.464999999999999858e+00,4.517199720950685560e+00,4.730000295145441100e+02,6.216732830122262970e-10,1.067720090293454938e+01,5.867906880669713360e-02
7,7.875271617552554559e+00,6.043996772047501409e+00,7.870606423360237969e+00,5,5.566999999999999282e+00,4.980999999999999872e+00,4.999000311930667522e+02,1.464581945436329814e-11,7.574242424242390825e+01,4.271477528825884940e-01
7,1.254316483708939334e+00,6.267341454493362995e+00,2.937671435111915308e+00,3,1.409010642623451881e+00,9.480830317902226412e+00,3.258000203294681683e+02,2.263778437271718140e-10,0.000000000000000000e+00,6.957905732334609183e+01
5,1.444276948570165198e+00,6.485628367404744132e+00,1.621697758301537950e+00,4,9.776363934285031476e+00,9.286785185897159067e+00,4.961000309559519792e+02,1.633061326246742287e-09,2.480500000001270564e+03,3.617816427058946793e+00
5,1.281391286457633560e+00,6.485628367404744132e+00,2.478941865000771294e+00,2,9.850307431292023352e+00,9.286785185897159067e+00,4.948000308748337943e+02,7.534757386589769770e-11,6.185000000000530918e+02,6.535198776275613630e-01
6,1.871476109562268064e+00,6.453614489293832079e+00,2.612129486307761983e+00,3,1.558950436742377654e+00,9.353006329153577880e+00,3.041000189754183225e+02,2.418244980544224842e-10,0.000000000000000000e+00,2.524898868329720969e+01
7,8.952430554483232328e+00,6.481040110303211144e+00,7.817386584958693874e+00,5,5.191512906376531511e+00,4.804427789522492276e+00,4.863000303444455881e+02,8.802546507434845230e-17,0.000000000000000000e+00,0.000000000000000000e+00
5,1.448534023636299128e+00,6.485628367404744132e+00,1.720373178709897921e+00,3,1.170800961539963936e+00,9.286785185897159067e+00,2.392000149257483201e+02,3.080446821071746949e-11,4.784000000000548312e+02,1.790714258068149212e+00
7,1.254316483708939334e+00,7.857712786261688898e+00,2.634834581919483831e+00,3,5.637230560652726652e+00,9.393797349073647496e+00,4.210000262698162032e+02,1.221294524977746591e-09,1.403333333333121800e+03,1.056911374527514269e+00
7,1.518563801833390459e+00,8.753131393111292624e+00,3.109205364003820637e+00,2,1.758215756281720443e+00,8.557563679254464262e+00,3.287000205104241672e+02,1.979926588254220935e-11,0.000000000000000000e+00,3.255503575793292081e-02
7,8.062632253256415638e+00,6.169272812138195228e+00,7.817386584958693874e+00,5,5.566999999999999282e+00,9.198449586733248751e+00,4.894000305378812641e+02,5.842895405306525434e-11,2.718888888888822066e+02,5.762605970635613362e-02
7,1.104009005729235104e+00,8.484363889754304111e+00,2.677422198986175950e+00,3,1.464999999999999858e+00,9.389604945499728572e+00,4.038000251965600569e+02,9.926738200077202870e-11,4.232704402515722997e+00,3.567363867372014141e+01
7,8.952430554483232328e+00,7.759644143867764576e+00,7.870362484343592868e+00,5,5.566999999999999282e+00,4.731885953874908068e+00,4.987000311181884058e+02,1.564193228233126489e-11,1.246750000000107093e+03,8.301059529530175306e-04
7,1.845803478775010387e+00,8.789999999999999147e+00,2.637000000000000011e+00,3,1.464999999999999858e+00,8.912459104390611841e+00,3.026000188818203469e+02,1.204270743857139016e-10,3.152083333333333570e+00,6.229473035614256560e+01
7,4.824629636069192706e+00,7.863508578380689507e+00,3.109205364003820637e+00,4,1.725317306926815952e+00,8.557563679254464262e+00,4.199000262011777522e+02,3.937198605880064234e-09,4.665555555555736191e+02,5.407951477819058494e-01
6,1.779984158350020884e+00,8.774362143927863400e+00,3.030071215091449499e+00,4,9.559539822560807920e+00,6.905544273071526185e+00,4.514000281667340460e+02,9.721116902721363701e-10,5.015555555555749834e+02,7.778092960021306679e-01
7,8.878416097998464096e+00,7.759644143867764576e+00,2.899468335870877045e+00,5,5.691097123290607129e+00,4.731885953874908068e+00,4.969000310058709147e+02,3.434309887966553201e-11,1.774642857142865751e+02,3.434704213226541514e-02
7,1.425706462718723255e+00,6.173750157870339095e+00,8.136023025679925524e+00,4,5.191512906376531511e+00,9.357339677198641681e+00,4.753000296580608506e+02,4.203967187630609214e-12,1.988702928870287678e+01,1.020104499158020372e+00
5,4.915434332276869434e+00,6.485628367404744132e+00,1.647986431124539131e+00,3,9.926808198631507096e+00,9.286785185897159067e+00,4.963000309684317699e+02,2.756510088817737959e-10,9.926000000001135959e+02,7.779432498842248078e-01
7,4.824629636069192706e+00,7.863508578380689507e+00,3.241793946853253949e+00,2,1.758000000000000007e+00,8.585567656171223305e+00,4.195000261762182276e+02,5.923269573385866871e-09,8.389999999998098019e+02,6.809454759542251656e-01
7,1.254316483708939334e+00,6.087028809008049102e+00,2.634834581919483831e+00,3,1.409010642623451881e+00,9.393797349073647496e+00,3.112000194184483917e+02,2.298144855220706267e-10,0.000000000000000000e+00,2.253072630672778021e-01
7,1.991719822954549635e+00,7.868288228844941834e+00,3.256062588781063916e+00,2,1.758000000000000007e+00,9.116102213825506340e+00,3.270000204043465715e+02,1.412073389347849689e-10,0.000000000000000000e+00,0.000000000000000000e+00
7,9.228076037373078577e+00,8.694086913354052371e+00,8.007113699781685412e+00,4,5.566999999999999282e+00,4.731885953874908068e+00,1.000000062398613138e-01,0.000000000000000000e+00,2.240645305848084040e-04,0.000000000000000000e+00
7,1.254316483708939334e+00,7.857712786261688898e+00,2.621457306523033104e+00,4,2.137604691213423003e+00,9.286623346937634693e+00,3.063000191126952245e+02,5.528666278658388314e-11,3.399556048834629252e+00,4.194015172853151618e+00
7,7.742916412287200068e+00,6.152999999999999581e+00,8.588282513706573695e+00,5,5.566999999999999282e+00,4.980999999999999872e+00,4.871000303943645235e+02,7.656458046114999192e-12,6.958571428571885917e+02,9.135053773255612519e-01
6,8.952430554483232328e+00,6.169272812138195228e+00,3.291310432222308346e+00,5,5.191512906376531511e+00,4.608735699759221482e+00,1.000000062398613138e-01,0.000000000000000000e+00,2.240645305848084040e-04,0.000000000000000000e+00
7,1.835387760173368576e+00,8.985135919065893262e+00,7.607919730222607591e+00,3,1.464999999999999858e+00,9.375999999999999446e+00,4.986000311119485673e+02,1.951759521909735913e-12,1.662000000000379032e+03,7.103995922523556050e-01
5,8.993215005849334531e+00,6.169383723507584349e+00,1.346823344084429053e+00,5,9.854092615062544525e+00,4.779528911456292661e+00,4.720000294521453839e+02,8.022184293964324488e-10,7.866666666666224046e+02,7.599081543157750751e-01
7,1.315520925275770026e+00,7.900377185253521617e+00,2.664137601349233719e+00,4,1.163105787348113651e+00,8.925413036004398393e+00,4.204000262323769448e+02,5.240209342480391021e-10,0.000000000000000000e+00,0.000000000000000000e+00
7,4.824629636069192706e+00,7.863508578380689507e+00,3.106364187773510643e+00,2,1.758000000000000007e+00,8.190579033208020832e+00,4.225000263634141220e+02,8.303289270214246221e-10,2.011904761904785346e+02,2.332358622657986769e-01
7,1.254316483708939334e+00,7.642891132699676682e+00,2.937671435111915308e+00,3,1.409010642623451881e+00,9.480830317902226412e+00,4.181000260888602043e+02,1.005138380571401918e-10,4.231781376518219950e+00,3.187191975944077171e+01
7,4.758233632457752549e+00,8.785220349518677807e+00,3.329136243481806812e+00,3,1.464999999999999858e+00,9.375999999999999446e+00,4.118000256957489000e+02,6.344327076529642705e-10,3.143511450381673455e+01,2.479876373309687632e-01
7,1.758000000000000007e+00,7.839919374402700925e+00,2.598376094429678318e+00,4,1.464999999999999858e+00,9.375999999999999446e+00,4.048000252589585557e+02,4.170793682864519929e-10,0.000000000000000000e+00,0.000000000000000000e+00
5,1.443293421690199807e+00,6.173861069239728216e+00,1.888002428017290013e+00,3,9.077343657822790846e+00,9.393959188033171870e+00,4.992000311493877689e+02,1.560765441800237507e-10,1.217560975609763858e+02,9.924138542328347912e-01
7,1.399367979749147839e+00,6.267341454493362995e+00,2.260769457968237806e+00,2,1.409010642623451881e+00,9.480830317902226412e+00,2.828000176463277739e+02,7.175424233847017416e-11,9.426666666667028949e+02,4.799684084457895850e-01
7,4.824629636069192706e+00,7.863508578380689507e+00,7.187700054039311226e+00,2,1.758000000000000007e+00,8.828757685597761196e+00,4.713000294084664006e+02,5.401780139226203264e-12,3.141999999999883357e+02,9.017554957389938286e-01
7,1.254316483708939334e+00,6.260278466646569839e+00,2.937513966462707238e+00,3,1.427297331075383591e+00,9.483807464556322842e+00,3.258000203294681683e+02,2.263778437271718140e-10,0.000000000000000000e+00,6.957905732334609183e+01
7,1.757412411380098849e+00,8.983612867763772769e+00,7.496662925664482557e+00,3,1.464999999999999858e+00,9.375999999999999446e+00,4.986000311119485673e+02,1.951759521909735913e-12,1.662000000000379032e+03,7.103995922523556050e-01
6,1.435840856380396158e+00,6.485628367404744132e+00,1.140108407275397084e+00,4,9.776363934285031476e+00,9.286785185897159067e+00,4.517000281854536183e+02,1.444634312406953486e-09,2.258499999999873580e+03,3.300451205466747862e-01
5,1.448534023636299128e+00,6.525681100813356394e+00,8.674966584416093696e+00,4,9.872550817298751724e+00,9.286785185897159067e+00,4.539000283227305772e+02,1.560026323130104154e-10,1.010913140311805591e+01,2.021469051690446861e+01
7,7.919650256930100163e+00,6.152999999999999581e+00,7.954772324035477737e+00,5,5.566999999999999282e+00,4.980999999999999872e+00,4.999000311930667522e+02,1.464581945436329814e-11,7.574242424242390825e+01,4.271477528825884940e-01
5,1.444276948570165198e+00,6.485628367404744132e+00,1.621697758301537950e+00,2,1.293666539146601124e+00,9.390744940035235189e+00,2.392000149257483201e+02,3.080446821071746949e-11,4.784000000000548312e+02,1.790714258068149212e+00
7,4.824629636069192706e+00,7.863508578380689507e+00,3.109205364003820637e+00,4,1.725317306926815952e+00,8.225009000065902853e+00,4.220000263322147021e+02,1.037794365531021309e-09,3.014285714285789481e+02,1.653670654644219806e-01
7,1.835387760173368576e+00,8.966244802652095558e+00,1.550865284055396032e+00,2,1.464999999999999858e+00,9.375999999999999446e+00,2.648000165231528058e+02,5.158533534524103328e-08,1.323999999999925876e+03,7.704090789707942477e+00
7,8.937632807070208685e+00,6.216737895493125166e+00,8.082103195644567251e+00,5,5.566999999999999282e+00,4.729468158677439860e+00,4.981000310807492610e+02,1.234632108306919338e-11,5.534444444444309283e+02,2.159108728762729277e-03
5,7.475396231295135863e+00,8.786079171781445041e+00,2.658719131684200487e+00,4,9.434545725231959779e+00,9.414299751849268816e+00,4.841000302071685724e+02,1.083365584457221072e-09,1.813108614232206151e+01,2.167889858798543568e+00
7,4.824629636069192706e+00,7.817723969658064043e+00,3.109362832653029152e+00,2,1.739713311568036769e+00,8.554586430139796249e+00,4.195000261762182276e+02,5.923269573385866871e-09,8.389999999998098019e+02,6.809454759542251656e-01
7,1.835975348793269735e+00,8.791523051302119640e+00,2.748277886525960501e+00,2,1.464999999999999858e+00,9.375999999999999446e+00,3.008000187695028558e+02,5.119446946793149182e-10,0.000000000000000000e+00,1.800077733513499254e+02
5,1.448744361212088716e+00,8.356986936701030544e+00,2.735068164359131693e+00,4,1.464999999999999858e+00,9.375999999999999446e+00,4.018000250717627750e+02,1.760225604518049001e-09,0.000000000000000000e+00,0.000000000000000000e+00
9,2.498410,12.401169,4.117218,8,1.005074,14.907422,3.372314,2.767254e-12,1594.771930,1.000000
8,1.331986,13.195380,2.151231,5,3.184903,13.477755,2.617138,3.087518e-08,2354.065955,0.999926
9,1.442561,13.219823,2.045213,5,7.218187,14.139735,2.709790,5.023175e-09,2138.432213,0.996589
8,1.331654,13.195380,2.151231,5,3.185624,13.478002,2.617138,3.087518e-08,2354.065955,0.999926
9,1.565402,13.825754,4.244079,5,7.183937,13.807903,2.699760,6.769634e-09,1874.997755,0.998012
9,1.565402,13.831619,4.244079,5,7.183937,13.807517,2.699760,6.769634e-09,1874.997755,0.998012
9,1.469083,13.745311,4.134828,5,7.218187,13.829030,2.699173,7.037795e-09,2103.798217,0.999292
9,1.469058,14.943888,4.072704,5,7.218187,13.818229,2.700348,7.696340e-09,2071.377671,0.996903
9,2.497230,14.156020,2.496893,7,1.005074,14.951669,10.222588,1.878174e-07,348.424853,1.000000
9,1.213242,14.164356,1.822135,8,3.057404,14.449992,2.733083,1.815470e-11,2082.779533,0.999684
8,1.271827,13.182758,2.151042,5,3.123965,14.450135,4.024667,8.020160e-09,1528.103429,1.000000
