RW,RQWt,RQBt,MQWt,LW,LQWt,LQBt,max_energy_eV,max_photocurrent,quality_factor,prominence,constraint
5, 2.0, 7.0, 2.5, 1, 2.0, 7.0
7, 2.2, 5.9, 3.2, 3, 1.6, 7.0
7, 1.8, 8.8, 2.7, 3, 1.4, 9.4
7, 2.0, 7.1, 2.7, 6, 1.8, 7.8
